100 0.0303e-6 0.0077e-6
200 0.0401e-6 0.0074e-6
300 0.0299e-6 0.0079e-6
400 0.0301e-6 0.0077e-6
500 0.0300e-6 0.0077e-6
700 0.0313e-6 0.0080e-6
1000 0.0301e-6 0.0079e-6
1300 0.0311e-6 0.0081e-6
1500 0.0361e-6 0.0080e-6
1700 0.0312e-6 0.0084e-6
2000 0.0312e-6 0.0081e-6
